position_action,angle_action,gripper_position,gripper_angle,gripper_velocity,gripper_angular_velocity,target_position,target_angle,target_velocity,target_angular_velocity,closest_point,contact_force,rewards,finger1_angles,finger2_angles,finger3_angles,finger1_min_dists,finger2_min_dists,finger3_min_dists,num_contact_points,fingertip_num_contact_points,accumulated_contact_force,totalLateralFrictionForce,finger1_link1_world_angles,finger1_link2_world_angles,finger1_link3_world_angles
[-0.77074146  0.971102    0.9591243 ],[ 0.3647983   0.45647192 -0.43017668],[-0.03347454  0.04069253  1.04059112],[0.0387164  0.26328599 0.05597442],[-0.36995602  0.46612883  0.46037948],[ 1.5555768   2.30674243 -2.48203063],[-0.05856902  0.65933096  1.34667623],[-0.00209626  0.02747716  0.01584587],[-0.02392304  0.02543245  0.040267  ],[-0.00930688 -0.00592397 -0.0119742 ],[-6.93889390e-18 -4.62179892e-01 -2.36878530e-01],0,1.2888497145760378,[-8.32931992e-07 -8.03177609e-07  2.60545895e-06],[ 1.03643656e-07 -2.81750827e-06  2.32100643e-06],[ 3.94033170e-06 -9.30354277e-08 -1.38874477e-07],[0.54168615 0.52786236 0.5023758 ],[0.55109283 0.53835206 0.51350185],[0.45187031 0.4291648  0.40428464],0,[0 0 0],0,[0 0 0],[1.85700783 0.47254263 1.76758761],[1.85700745 0.47254012 1.76758678],[ 1.82501634 -0.02944726  1.62678249]
[-0.5850372  0.9790535  0.9733455],[ 0.02443266  0.6660311  -0.01513445],[-0.03464462  0.04265063  1.04253781],[0.03918813 0.27660674 0.05567911],[-0.28081784  0.46994564  0.46720576],[-0.06943899  3.1980896  -0.10106511],[-0.05387627  0.64294541  1.36903358],[ 0.00507968  0.0285236  -0.00090316],[-0.04421449  0.05301799  0.03148626],[-0.01517117 -0.00190681 -0.00721136],[-1.38777878e-17 -4.60333925e-01 -2.34760473e-01],0,1.2789710636386027,[-1.98850512e-07 -7.98795623e-07  3.56604601e-06],[ 1.03643656e-07 -2.70965769e-06  2.60500747e-06],[ 3.63798163e-06  2.41515807e-07 -1.38969758e-07],[0.53855062 0.52461693 0.49916588],[0.54857433 0.53577122 0.51097458],[0.44953358 0.4268429  0.40189657],0,[0 0 0],0,[0 0 0],[1.86617999 0.46433247 1.76138699],[1.86617961 0.46432998 1.76138614],[ 1.83429217 -0.03640727  1.6161352 ]
[-0.7791063   0.9629625   0.96267855],[ 0.24055195  0.6280768  -0.408669  ],[-0.03620283  0.04457656  1.04446328],[0.04398975 0.28923002 0.04766854],[-0.37397119  0.46222183  0.46208543],[ 0.94862908  3.08270645 -2.24421072],[-0.06698405  0.67382383  1.35631132],[-0.00954662  0.00565728 -0.03354016],[-0.02296861  0.06235663  0.05071111],[-0.00278456 -0.02170928 -0.00223386],[ 0.         -0.45854165 -0.23249008],0,1.2704558038075977,[-6.32776906e-07 -8.85373937e-07  3.40190882e-06],[ 1.03643656e-07 -4.19127057e-06  3.59403158e-06],[ 3.98566135e-06  8.99133294e-08 -9.27061782e-08],[0.5345584  0.52033666 0.49486736],[0.54556828 0.53249968 0.50768016],[0.44754781 0.42489608 0.39965658],0,[0 0 0],0,[0 0 0],[1.88085855 0.46205125 1.76752428],[1.88085801 0.46204786 1.76752306],[ 1.84762602 -0.03671614  1.61522668]
[-0.8485623   0.98176634  0.9386749 ],[-0.07998681 -0.31531048 -0.2623102 ],[-0.03789996  0.04654009  1.04634058],[0.04239374 0.28293878 0.04238332],[-0.40730986  0.47124773  0.45056427],[-0.29914108 -1.524912   -1.16035461],[-0.04541895  0.66861808  1.35256493],[ 0.01986495  0.01612513 -0.02636557],[-0.0302675   0.03506659  0.04737988],[-0.00060861 -0.01834212 -0.00366426],[-2.77555756e-17 -4.56512701e-01 -2.31034523e-01],0,1.2790560693445454,[-5.14736406e-07  8.69705436e-08  3.18455980e-06],[-2.66839636e-07 -3.35301646e-06  3.10164788e-06],[ 4.12725678e-06  4.47644778e-08 -1.36090415e-08],[0.53223114 0.51810011 0.49268126],[0.54323604 0.53022745 0.50543952],[0.4451426  0.42249535 0.39724624],0,[0 0 0],0,[0 0 0],[1.89405961 0.45568539 1.7640207 ],[1.89405908 0.45568216 1.76401949],[ 1.86031405 -0.04117305  1.60538165]
[-0.52110153  0.9825734   0.9404352 ],[-0.06552112  0.06123042 -0.4655068 ],[-0.03894216  0.04850524  1.04822147],[0.04108911 0.28421569 0.03308745],[-0.25012875  0.47163522  0.45140892],[-0.3119528   0.2948997  -2.14340091],[-0.07293312  0.64463603  1.36073697],[ 0.01148656 -0.0316241  -0.01301065],[-0.02813312  0.04350871  0.01743809],[ 0.00076356 -0.00505701 -0.01088116],[-1.38777878e-17 -4.54370846e-01 -2.29375616e-01],0,1.2813419941475415,[-1.16717934e-06  7.97369277e-08  2.16642011e-06],[-2.66839636e-07 -3.43077444e-06  3.65834654e-06],[ 4.43165553e-06 -2.87265224e-07 -1.25389600e-08],[0.5293346  0.51522654 0.48988736],[0.54088757 0.52788371 0.50316325],[0.44284465 0.4202218  0.3949322 ],0,[0 0 0],0,[0 0 0],[1.88736733 0.4581043  1.75623316],[1.88736685 0.45810128 1.75623205],[ 1.85399865 -0.03972211  1.60080219]
[-0.7037796   0.9755951   0.92255795],[-0.34259403 -0.38854605  0.50387657],[-0.04034972  0.05045643  1.05006659],[0.03423941 0.27654719 0.04329481],[-0.33781415  0.46828568  0.44282776],[-1.50832379 -1.89941657  2.90465665],[-0.05771609  0.62908489  1.35317349],[ 0.0334218   0.02279311 -0.00484969],[-0.03948061  0.03642149  0.05643057],[-0.00186061 -0.00424974  0.00356542],[ 0.         -0.45249595 -0.22823681],0,1.2896341690490454,[-7.41427461e-07  1.03601625e-07  2.98593230e-06],[-2.66839636e-07 -2.97670011e-06  3.85156649e-06],[ 4.28345895e-06 -7.38801767e-08 -2.36258463e-08],[0.52853864 0.514758   0.48949333],[0.53920904 0.52654172 0.50190956],[0.43999731 0.41733137 0.39233894],0,[0 0 0],0,[0 0 0],[1.88897674 0.45916183 1.74801503],[1.88897641 0.45915977 1.74801427],[ 1.85526112 -0.03845408  1.59182202]
[-0.46723175  0.9758029   0.94357276],[ 0.18338573  0.15976739 -0.4297157 ],[-0.04128418  0.05240803  1.05195367],[0.03790974 0.27980602 0.03474198],[-0.22427124  0.4683854   0.45291492],[ 0.81586581  0.81456506 -2.29456615],[-0.07049851  0.65032518  1.36065781],[ 0.0058416  -0.01553255 -0.00589075],[-0.04109686  0.02955916  0.04286783],[-0.00579561 -0.00310618  0.00010147],[ 0.         -0.45063853 -0.22628744],0,1.289390584065566,[-1.31071480e-06  9.65300462e-08  2.09380676e-06],[-2.66839636e-07 -3.05699952e-06  4.35165463e-06],[ 4.54755105e-06 -3.64627188e-07 -2.22933496e-08],[0.52504498 0.5110859  0.48580103],[0.53630967 0.52345554 0.49879178],[0.43793516 0.41529985 0.39005838],0,[0 0 0],0,[0 0 0],[1.88154548 0.46677214 1.75679887],[1.88154502 0.4667693  1.75679785],[ 1.84751608 -0.03195639  1.60419747]
[-0.6449251   0.9743476   0.95777917],[-0.35211408 -0.32065284  0.5020006 ],[-0.04257403  0.05435673  1.05386925],[0.03087124 0.2734946  0.04488791],[-0.30956402  0.46768677  0.45973438],[-1.5634377  -1.57822692  2.89639664],[-0.07000898  0.65085542  1.35986042],[-0.00606719 -0.01939244  0.01027298],[-0.02437694  0.0192143   0.07076794],[0.01780789 0.00928211 0.01726275],[ 0.         -0.44875688 -0.22505635],0,1.2964066704454982,[-1.05451125e-06  7.59887163e-07  1.94745545e-06],[-2.74859828e-07 -2.44600110e-06  3.94151189e-06],[ 4.58861601e-06 -2.91701750e-07 -3.37334885e-08],[0.52416736 0.51052997 0.48532551],[0.53461133 0.52208694 0.49752626],[0.43506968 0.41239415 0.38745361],0,[0 0 0],0,[0 0 0],[1.88459177 0.46281536 1.74860378],[1.88459144 0.46281337 1.74860306],[ 1.85081349 -0.03545137  1.59452565]
[-0.57056504  0.95914626  0.9861243 ],[-0.27529496 -0.6739041   0.42236364],[-0.04371516  0.05627502  1.05584157],[0.02534592 0.26008657 0.05351753],[-0.27387121  0.46039021  0.47333917],[-1.11936426 -3.27695251  2.42067862],[-0.06643908  0.66014916  1.3504343 ],[-0.00029861 -0.01556848  0.00031094],[-0.03001967  0.02266368  0.03625017],[-0.00128914  0.01581311 -0.01842948],[-1.38777878e-17 -4.46980537e-01 -2.23888505e-01],0,1.3093917730329159,[-8.49653717e-07 -6.22882616e-07  2.31855561e-06],[-2.68403195e-07 -1.95680088e-06  3.52285039e-06],[ 4.38153336e-06 -2.27830679e-07 -9.31891401e-08],[0.52331844 0.50998639 0.48480383],[0.53269393 0.5204506  0.49594267],[0.43230643 0.40959406 0.38487699],0,[0 0 0],0,[0 0 0],[1.87867475 0.47041412 1.75801005],[1.87867445 0.47041226 1.75800939],[ 1.84443176 -0.0287436   1.60679886]
[-0.40569377  0.9740858   0.9745871 ],[ 0.06280446 -0.100604   -0.1251241 ],[-0.04452655  0.05822319  1.05779064],[0.02660237 0.25807995 0.05100768],[-0.19473317  0.46756101  0.46780154],[ 0.31624463 -0.46570465 -0.67962027],[-0.06481605  0.65572226  1.36789668],[-0.0060814  -0.00400708 -0.01524566],[-0.01557902  0.03217794  0.03673755],[0.01242429 0.00032982 0.00376609],[ 0.         -0.44517266 -0.22212504],0,1.313526336675186,[-2.07361815e-06 -7.16314725e-07  1.95643725e-06],[-2.68403195e-07 -3.55901378e-06  4.55691744e-06],[ 5.41822987e-06 -7.39753935e-07 -4.39087580e-08],[0.52060687 0.50722926 0.48203243],[0.53001911 0.51772264 0.49319144],[0.4299976  0.40729051 0.38245017],0,[0 0 0],0,[0 0 0],[1.86458767 0.4775621  1.76166669],[1.86458732 0.47755988 1.76166593],[ 1.83097708 -0.02352081  1.61723676]
[-0.5532336  0.9729171  0.9619551],[-0.03330028 -0.10475874 -0.10861611],[-0.04563301  0.06016903  1.05971456],[0.02593746 0.25598696 0.04883068],[-0.2655521   0.46700016  0.46173841],[-0.12907943 -0.50938767 -0.48191136],[-0.08132803  0.62759161  1.36162424],[0.02694716 0.01952925 0.03658602],[-0.02849592  0.02879887  0.03665425],[ 0.00550289 -0.01579252  0.01455675],[ 0.         -0.44327766 -0.22048131],0,1.317869088056521,[-1.52741219e-06 -6.89705068e-07  2.96587095e-06],[-2.68403195e-07 -3.05236903e-06  4.77561199e-06],[ 5.21482066e-06 -4.61605374e-07 -5.60254850e-08],[0.51815414 0.50480687 0.47963406],[0.52758373 0.515308   0.49079601],[0.42761259 0.40490807 0.38003059],0,[0 0 0],0,[0 0 0],[1.86216383 0.47663348 1.75772224],[1.86216354 0.47663161 1.7577216 ],[ 1.82897869 -0.02474978  1.61445323]
[-0.40511453  0.9751055   0.96633077],[-0.04191369  0.38093853  0.42323565],[-0.04644325  0.06211924  1.0616473 ],[0.02510955 0.26365253 0.05721605],[-0.19445497  0.46805063  0.46383917],[-0.28926358  1.82697654  2.06352496],[-0.07118928  0.6583119   1.36735117],[-0.00447493  0.00331819  0.00870254],[-0.04802329  0.02544968  0.04196215],[ 0.00414119 -0.00205909  0.0194762 ],[ 0.         -0.44164554 -0.2185781 ],0,1.3113090404918912,[-1.22766789e-06  9.90112366e-09  2.81409713e-06],[-2.66036676e-07 -2.44237867e-06  4.36567137e-06],[ 5.24919894e-06 -3.69284299e-07 -8.10490186e-08],[0.51589311 0.50253541 0.47735227],[0.52522157 0.51299159 0.48851021],[0.42512952 0.40241507 0.37756738],0,[0 0 0],0,[0 0 0],[1.85992706 0.47755281 1.754687  ],[1.85992662 0.47754997 1.75468605],[ 1.82688049 -0.02412188  1.61249653]
[-0.6948244  0.9756888  0.9741478],[ 0.00886536 -0.22099578  0.03215575],[-0.0478329   0.06407061  1.06359553],[0.02528498 0.25923282 0.05786222],[-0.33351573  0.46833062  0.46759093],[ 0.10160512 -1.05663311  0.14419796],[-0.07022166  0.6405921   1.34974086],[-0.0236894  -0.01238166 -0.01352487],[-0.037259    0.02636574  0.05516208],[0.00500909 0.00402267 0.01180875],[ 1.38777878e-17 -4.39879584e-01 -2.16930579e-01],0,1.3170647625824814,[-1.83515454e-06 -1.16911698e-08  1.79136653e-06],[-2.66036676e-07 -2.78717408e-06  4.86797159e-06],[ 5.50362131e-06 -6.85211187e-07 -7.21041483e-08],[0.5135747  0.50023386 0.47503244],[0.52266294 0.51044157 0.48593929],[0.42273702 0.40001874 0.37510793],0,[0 0 0],0,[0 0 0],[1.86859966 0.47729636 1.76726983],[1.86859923 0.47729367 1.7672689 ],[ 1.83454231 -0.02326723  1.62091307]
[-0.6224282   0.98106074  0.9745742 ],[-0.02817154 -0.35543245 -0.12096053],[-0.04907775  0.06603274  1.06554472],[0.02472245 0.2521272  0.05542459],[-0.29876566  0.470909    0.46779537],[-0.03386556 -1.71001077 -0.55088365],[-0.07919424  0.64541751  1.36553502],[-0.00740778  0.01115775 -0.01140137],[-0.02576088  0.02647546  0.04085135],[ 0.00474523 -0.00149007 -0.00042965],[ 0.         -0.43798321 -0.21539088],0,1.3260128993481948,[-2.80485044e-06 -8.91619213e-08  1.60137267e-06],[-2.66036676e-07 -4.09908947e-06  5.89495408e-06],[ 6.39552579e-06 -8.20970637e-07 -3.10570253e-08],[0.51126921 0.49798605 0.47279348],[0.52015983 0.507968   0.48345852],[0.42032788 0.39760876 0.37264698],0,[0 0 0],0,[0 0 0],[1.8636445  0.47773751 1.76559355],[1.86364423 0.4777358  1.76559296],[ 1.83012272 -0.02346795  1.62161716]
[-0.5577098   0.9826131   0.96666384],[ 0.27568603  0.1704495  -0.32927096],[-0.05019317  0.06799796  1.06747806],[0.03023578 0.25557983 0.04887507],[-0.26770085  0.47165412  0.46399841],[ 1.23586321  0.89426297 -1.90418422],[-0.06066585  0.6542843   1.37739074],[ 0.00842313 -0.03723817 -0.01423135],[-0.04766476  0.0333479   0.04953124],[-0.00150233  0.00588693 -0.02077271],[-1.38777878e-17 -4.36241603e-01 -2.13293989e-01],0,1.3256002441624337,[-3.60934388e-06 -1.57005265e-07  1.59312034e-06],[-2.66036676e-07 -5.22585271e-06  7.02045439e-06],[ 7.14062255e-06 -1.18373826e-06  5.14097165e-09],[0.50762745 0.4940956  0.46884282],[0.51701636 0.5045812  0.47999493],[0.41827179 0.3955777  0.37029067],0,[0 0 0],0,[0 0 0],[1.85579573 0.47923556 1.75968458],[1.8557955  0.47923402 1.75968407],[ 1.82301159 -0.02297265  1.61948691]
[-0.30886167  0.9732847   0.9431697 ],[-0.29733974 -0.29516602  0.33748055],[-0.05081089  0.06994453  1.06936431],[0.02428649 0.24972411 0.05568944],[-0.14825357  0.46717665  0.45272139],[-1.30717409 -1.47569656  1.99236   ],[-0.06386547  0.64680368  1.35329568],[-0.0042236   0.00416397  0.01411299],[-0.02753843  0.04563152  0.0429782 ],[-0.00348215 -0.00387818  0.00010508],[ 0.         -0.43434901 -0.21204237],0,1.332092703424915,[-3.06779857e-06 -1.32324659e-07  2.58157840e-06],[-2.66036676e-07 -4.72947703e-06  7.49415601e-06],[ 6.93534054e-06 -9.02167250e-07 -6.10643591e-09],[0.50644404 0.49318506 0.46800031],[0.51520442 0.50303875 0.47854091],[0.41556444 0.39284475 0.36778775],0,[0 0 0],0,[0 0 0],[1.85884729 0.47348776 1.75314997],[1.85884706 0.47348623 1.75314946],[ 1.82650511 -0.02828335  1.61146326]
[-0.59723717  0.9863682   0.9573493 ],[ 0.41954434  0.28934574 -0.08718479],[-0.05200537  0.07191727  1.07127905],[0.03267975 0.25551984 0.05398237],[-0.28667399  0.47345653  0.4595274 ],[ 1.87128103  1.49577606 -0.91317534],[-0.07859673  0.64260203  1.35866165],[ 0.00534735  0.00584876 -0.00810766],[-0.04816363  0.03823159  0.05595553],[-0.02182936 -0.00116069 -0.00828629],[ 1.38777878e-17 -4.32882058e-01 -2.09763503e-01],0,1.3282211245067435,[-4.05632811e-06 -2.14965956e-07  2.52882510e-06],[-2.66036676e-07 -6.10617402e-06  8.82259923e-06],[ 7.83830877e-06 -1.34883582e-06  3.79084943e-08],[0.5026522  0.48902742 0.46369941],[0.51175735 0.49925814 0.47461297],[0.4136068  0.39090982 0.36543088],0,[0 0 0],0,[0 0 0],[1.85317405 0.4799729  1.75884804],[1.85317368 0.47997042 1.75884723],[ 1.82060512 -0.02256634  1.6199148 ]
[-0.6846512   0.98838687  0.9135736 ],[ 0.13903165  0.3621993  -0.17156148],[-0.05337467  0.07389404  1.07310617],[0.03545582 0.26277551 0.05059075],[-0.32863253  0.47442567  0.43851528],[ 0.55212331  1.77263963 -0.98471814],[-0.06538194  0.65545058  1.38278353],[0.01271355 0.00915015 0.02854949],[-0.03193009  0.01803823  0.05489889],[-0.01225396 -0.02001951 -0.0058768 ],[-1.38777878e-17 -4.31070134e-01 -2.07805860e-01],0,1.3239939992320944,[-3.57296723e-06 -1.92601568e-07  3.41813619e-06],[-2.66036676e-07 -5.63916991e-06  9.42814459e-06],[ 7.65670778e-06 -1.09845038e-06  2.76064759e-08],[0.49939963 0.48561633 0.46028061],[0.50901151 0.49637901 0.47172721],[0.41144809 0.38877109 0.36311218],0,[0 0 0],0,[0 0 0],[1.85842829 0.47115251 1.757449  ],[1.85842793 0.47115008 1.75744819],[ 1.82646525 -0.03064838  1.61595397]
[-0.31506556  0.97703767  0.9689697 ],[-0.18448657  0.38734007  0.38741124],[-0.0540048   0.07584812  1.07504416],[0.03177025 0.27057317 0.05825133],[-0.15123145  0.46897799  0.46510583],[-0.95380759  1.82225752  2.07162547],[-0.06723616  0.65387028  1.38010192],[ 0.01937477 -0.00420322 -0.01017011],[-0.01889477  0.02213228  0.03919005],[0.00284716 0.00357166 0.01831161],[-1.38777878e-17 -4.29259528e-01 -2.06032883e-01],0,1.317957105260531,[-2.86887574e-06  8.80715565e-08  3.41223862e-06],[-2.63105873e-07 -4.51224162e-06  8.63356530e-06],[ 7.57514375e-06 -8.78760305e-07 -4.98792831e-08],[0.49741451 0.48372567 0.45844226],[0.50696971 0.49448457 0.46992823],[0.40883134 0.38613993 0.36062688],0,[0 0 0],0,[0 0 0],[1.86608849 0.46752301 1.75681055],[1.86608799 0.46751974 1.75680944],[ 1.83374927 -0.0332642   1.61161822]
[-0.02366215  0.9683794   0.9576011 ],[-0.03268725 -0.3726967  -0.24078971],[-0.05405213  0.07778487  1.07695937],[0.03112053 0.26313281 0.05339331],[-0.01135787  0.46482205  0.45964849],[-0.05055064 -1.79129899 -1.12480164],[-0.06589746  0.65274477  1.38565171],[ 0.01646517 -0.01693077  0.01287156],[-0.02222734  0.01999971  0.04433743],[-0.00495876  0.00727646 -0.00049519],[ 0.         -0.42731752 -0.20453425],0,1.3276562513170107,[-3.42926998e-06  6.70998744e-08  2.46328443e-06],[-2.63105873e-07 -4.81848969e-06  9.41460197e-06],[ 7.80722520e-06 -1.17200134e-06 -4.12326446e-08],[0.49503957 0.48141174 0.45615417],[0.50451318 0.49205181 0.46750276],[0.40649094 0.38380427 0.35822858],0,[0 0 0],0,[0 0 0],[1.87529387 0.46997102 1.76960085],[1.87529335 0.46996777 1.7695997 ],[ 1.84151697 -0.0296357   1.62000579]
[0.3107624 0.9712424 0.9822513],[-0.32938325 -0.11315435  0.42402804],[-0.0534306   0.07972736  1.07892382],[0.02453727 0.26094195 0.06190448],[0.14916597 0.46619636 0.47148058],[-1.49322391 -0.61285478  2.45196509],[-0.05273767  0.65200257  1.34648824],[ 0.0208961  -0.01459049  0.02249422],[-0.04192655  0.05074247  0.05341006],[ 0.0194124   0.01504472 -0.00192373],[ 1.38777878e-17 -4.25433025e-01 -2.03134073e-01],0,1.3304974340899811,[-2.98071416e-06  8.76689133e-08  3.28490679e-06],[-2.63105873e-07 -4.39836940e-06  9.87531396e-06],[ 7.63770601e-06 -9.39074489e-07 -5.06469590e-08],[0.49383242 0.48047696 0.45529808],[0.50275259 0.49057885 0.46614578],[0.40371325 0.38099859 0.35567899],0,[0 0 0],0,[0 0 0],[1.86712288 0.47162159 1.76120796],[1.86712251 0.47161924 1.76120715],[ 1.83406814 -0.02907482  1.61553773]
[-0.27280104  0.97070456  0.93510854],[ 0.30946374 -0.2357881  -0.04664624],[-0.0539762   0.08166876  1.0807941 ],[0.03072217 0.25622958 0.0609512 ],[-0.13094454  0.46593818  0.44885206],[ 1.50174761 -1.04073751 -0.60836101],[-0.07550386  0.64536542  1.35829949],[0.01004364 0.0189828  0.01674142],[-0.02172153  0.03009115  0.04173599],[-0.00150111  0.02200794 -0.00010052],[ 1.38777878e-17 -4.23941709e-01 -2.01286010e-01],0,1.3361435362795802,[-3.47644696e-06  6.89334912e-08  2.44476376e-06],[-2.63105873e-07 -4.66652926e-06  1.06286822e-05],[ 7.84243227e-06 -1.19910860e-06 -4.29321934e-08],[0.49080985 0.47724346 0.45193276],[0.49955828 0.48716676 0.46258129],[0.40168669 0.37898364 0.35332046],0,[0 0 0],0,[0 0 0],[1.86566288 0.47822    1.77075678],[1.86566238 0.47821686 1.77075571],[ 1.83182723 -0.0227335   1.62581233]
[0.03412509 0.9769423  0.9718499 ],[ 0.24064016  0.39719653 -0.03849041],[-0.05390795  0.08362265  1.0827378 ],[0.03553432 0.26417562 0.06020825],[0.01638004 0.46893233 0.466488  ],[ 0.99853808  1.97111583 -0.47543916],[-0.08308294  0.66141665  1.36769032],[-0.02785539  0.01769059  0.01333971],[-0.03973361  0.02795214  0.03564108],[0.01407307 0.0037219  0.01034082],[-1.38777878e-17 -4.22327686e-01 -1.99097283e-01],0,1.3306034268544484,[-4.12738716e-06  6.83648908e-08  1.45701857e-06],[-2.63105873e-07 -4.60753982e-06  1.13415890e-05],[ 8.15666823e-06 -1.52357828e-06 -4.55136306e-08],[0.48738966 0.47357786 0.44819696],[0.49652884 0.48393167 0.45928548],[0.39957829 0.37689511 0.35097044],0,[0 0 0],0,[0 0 0],[1.85950033 0.47293453 1.76540051],[1.85949998 0.47293218 1.76539973],[ 1.82715902 -0.02874851  1.62339763]
[-0.71818227  0.98314595  0.97625136],[-0.08759916  0.04128456  0.16278672],[-0.05534432  0.08558894  1.08469033],[0.03378349 0.26501071 0.06345997],[-0.34472746  0.47191003  0.4686006 ],[-0.41718596  0.17497766  0.89030063],[-0.06533375  0.66049278  1.369771  ],[0.00498811 0.01123899 0.01670443],[-0.0434259   0.02438979  0.0555011 ],[ 0.00538808 -0.00990198  0.0038275 ],[ 0.         -0.42050389 -0.19739854],0,1.331368913430836,[-3.56233598e-06  9.15316614e-08  2.46119005e-06],[-2.63105873e-07 -4.14172263e-06  1.17848853e-05],[ 7.93389208e-06 -1.22583903e-06 -5.58732354e-08],[0.4852089  0.471457   0.44609673],[0.49420876 0.48168862 0.45708137],[0.39707948 0.37438949 0.34848998],0,[0 0 0],0,[0 0 0],[1.86763095 0.46725869 1.76710265],[1.86763073 0.4672573  1.76710217],[ 1.83515084 -0.03332627  1.62116861]
[-0.3241644   0.98555017  0.9577569 ],[ 0.12918139  0.05173707 -0.04931051],[-0.05599265  0.08756004  1.08660579],[0.03636704 0.26604727 0.06247642],[-0.15559886  0.47306409  0.45972279],[ 0.58148181  0.28592792 -0.39876646],[-0.06629163  0.64367336  1.37618136],[ 0.01178635 -0.02588773  0.00589821],[-0.02254738  0.05068681  0.04656852],[-0.00279833  0.01610412 -0.00688073],[ 0.         -0.41877612 -0.19552656],0,1.3323255025150371,[-2.85829035e-06 -1.86211522e-06  3.01554550e-06],[-7.90883434e-08 -3.31398333e-06  1.10877460e-05],[ 7.56215925e-06 -9.80671228e-07 -2.07954269e-07],[0.48231142 0.4684471  0.44304637],[0.4914043  0.47878209 0.45413293],[0.39485486 0.37217636 0.34609986],0,[0 0 0],0,[0 0 0],[1.86881572 0.46881857 1.77134657],[1.86881535 0.46881622 1.77134576],[ 1.83597008 -0.03162841  1.6248516 ]
[-0.11430383  0.9785099   0.9525013 ],[-0.10124469 -0.27857625  0.20107186],[-0.05622125  0.08951706  1.08851075],[0.03433847 0.26049003 0.06653117],[-0.05486581  0.46968475  0.45720059],[-0.38313317 -1.36126804  1.09983778],[-0.07954683  0.64531898  1.35312438],[-0.0165424  -0.02058182 -0.02104242],[-0.02929571  0.0426865   0.031843  ],[-0.00064825  0.01121109  0.00081723],[ 1.38777878e-17 -4.16996598e-01 -1.94055335e-01],0,1.3385325019349805,[-2.29244429e-06 -1.83992083e-06  4.00615492e-06],[-7.90883434e-08 -2.88337556e-06  1.13519923e-05],[ 7.33553250e-06 -6.81882600e-07 -2.17719971e-07],[0.48050212 0.46675462 0.44135882],[0.48912441 0.4766141  0.45197716],[0.39235798 0.36966639 0.34361873],0,[0 0 0],0,[0 0 0],[1.86958499 0.46620861 1.77003206],[1.86958454 0.46620573 1.77003106],[ 1.83703148 -0.03411118  1.62315519]
[-0.53533685  0.9853499   0.9380914 ],[-0.02193499 -0.4502086  -0.43976963],[-0.05729193  0.09148777  1.09038699],[0.03391472 0.25153276 0.05764281],[-0.25696179  0.47296783  0.45028362],[ 0.03518866 -2.15170836 -2.10743904],[-0.061859    0.66055018  1.37841904],[ 0.02644336  0.00732186 -0.04807577],[-0.02793031  0.03971284  0.03196038],[-0.0067142   0.00446633 -0.00853324],[ 1.38777878e-17 -4.14917218e-01 -1.92630024e-01],0,1.3506678701647425,[-2.90503455e-06 -1.89921936e-06  4.17434600e-06],[-7.90883434e-08 -3.87561241e-06  1.22596381e-05],[ 7.95168253e-06 -9.70015727e-07 -1.85608827e-07],[0.47793061 0.46424283 0.43889233],[0.4866201  0.47411272 0.44948337],[0.39006513 0.36738657 0.34124647],0,[0 0 0],0,[0 0 0],[1.86371357 0.46890053 1.77196829],[1.86371298 0.46889669 1.77196699],[ 1.83145231 -0.03220684  1.62792283]
[0.18632162 0.9875088  0.90164423],[ 0.43249214  0.27549577 -0.7422544 ],[-0.05691928  0.09346278  1.09219027],[0.04256728 0.25723672 0.04291861],[0.08943425 0.47400403 0.43278897],[ 1.9384681   1.46823347 -4.05635834],[-0.06520849  0.65190035  1.35566545],[ 0.02389433 -0.00319257  0.0296245 ],[-0.02105402  0.03282217  0.0449022 ],[ 0.00092816 -0.01091747 -0.00113091],[ 0.         -0.41309049 -0.19045844],0,1.3491289932779433,[-3.55513975e-06 -1.96350530e-06  4.40361208e-06],[-7.90883434e-08 -4.94182071e-06  1.33406181e-05],[ 8.61836609e-06 -1.28742864e-06 -1.50735802e-07],[0.47347619 0.4594019  0.43399258],[0.48320334 0.47030001 0.44556815],[0.38836543 0.36574748 0.33913958],0,[0 0 0],0,[0 0 0],[1.85381729 0.4704905  1.75870818],[1.8538167  0.4704865  1.75870687],[ 1.82248707 -0.03187939  1.619429  ]
[0.0207957  0.9862809  0.92817473],[-0.25070393  0.17530107  0.6444309 ],[-0.0568777   0.09543534  1.09404659],[0.03757591 0.26087505 0.05574433],[0.00998195 0.47341478 0.4455238 ],[-1.19961762  0.81504345  3.38503385],[-0.06713843  0.66216344  1.34569514],[ 0.02534988 -0.01044696 -0.0152472 ],[-0.0382671   0.02596129  0.03970767],[ 0.00619523 -0.00162957  0.00060803],[ 0.         -0.41135583 -0.18893418],0,1.346198577062475,[-3.06790596e-06 -1.94418793e-06  5.27415929e-06],[-7.90883434e-08 -4.54153819e-06  1.38316932e-05],[ 8.42730775e-06 -1.03239458e-06 -1.59356934e-07],[0.47212476 0.45823154 0.4328576 ],[0.48133237 0.46866609 0.44402989],[0.38563048 0.36297811 0.33657295],0,[0 0 0],0,[0 0 0],[1.85892963 0.46144679 1.74410366],[1.85892901 0.46144257 1.74410226],[ 1.82827985 -0.04019489  1.60231865]
